artist_name,song_title,release_date,album,lyrics
Post Malone,Wow.,2018-12-24,Twelve Carat Toothache (Japan Special Edition),"240 ContributorsTranslationsРусскийEspañolNederlandsWow. Lyrics
Said she tired of little money, need a big boy
Pull up 20 inch blades like I'm Lil’ Troy
Now it's everybody flockin', need a decoy
Shawty mixing up the vodka with the LaCroix, yeah
G-Wagen, G-Wagen, G-Wagen, G-Wagen
All the housewives pullin’ up (Up, up)
I got a lot of toys, 720S bumpin' Fall Out Boy
You was talkin' shit in the beginning (Mm-mm)
Back when I was feelin' more forgivin' (More forgivin')
I know it piss you off to see me winnin' (See me winnin')
See the igloo in my mouth when I be grinnin’ (I be grinnin’), yeah

Hunnid bands in my pocket, it's on me
Hunnid deep when I roll like the army
Get more bottles, these bottles are lonely
It’s a moment when I show up, got 'em sayin', ""Wow"" (Wow, wow)
Hunnid bands in my pocket, it's on me (On me)
Yeah, your grandmama probably know me (Know me)
Get more bottles, these bottles are lonely
It’s a moment when I show up, got 'em sayin', ""Wow"" (Wow, wow)

Everywhere I go (Hey)
Catch me on the block like I'm Mutombo (Wow)
750 Lambo in the Utah snow (Skrrt)
Trunk in the front like that shit Dumbo, yeah
Cut the roof off like a nip-tuck
Pull up to the house with some big butts
Turn the kitchen counter to a strip-club (Yeah, wow)
Me and Dre came for the...
When I got guap, all of y'all just appeared (Wow)
Before I dropped Stoney, none of y'all really cared (Cared)
Now they always say, ""Congratulations,"" to the kid (Kid)
And this is not a 40, but I'm pourin' out this shit (Yeah)
Used to have a lot, but I got more now (Yup)
Made another hit 'cause I got bored now (Yup)
Always goin' for it, never punt fourth down
Last call, Hail Mary, Prescott touchdown, ayy
See Post Malone LiveGet tickets as low as $47You might also like
Hunnid bands in my pocket, it's on me (On me)
Hunnid deep when I roll like the army (Hey)
Get more bottles, these bottles are lonely
It's a moment when I show up, got 'em sayin', ""Wow"" (Wow, wow)
Hunnid bands in my pocket, it's on me (Yeah, yeah)
Yeah, your grandmama probably know me (Yeah, yeah)
Get more bottles, these bottles are lonely
It's a moment when I show up, got 'em sayin', ""Wow""

Got 'em sayin', ""Wow""
Ayy, ayy, wow
Sayin', ""Wow""
Wow
Wow171Embed"
Post Malone,Stay,2018-04-27,beerbongs & bentleys (Japanese Edition),"107 ContributorsTranslationsTürkçeDeutschFrançaisNederlandsStay Lyrics
It's true that all that you know is all that you are
You said that it's all that you want and more
Fuck off and pour another drink
And tell me what you think
You know that I'm too drunk to talk right now
You put your cigarette out on my face
So beautiful, please, woman

Don't break your back for me
I'll put you out of your misery

Tell me that it's all okay (Tell me that it's all okay)
I've been waitin' on this all damn day (Waitin' on this all damn day)
Call me in the mornin', tell me how last night went
I'm here, but don't count on me to—

Stay a little longer if you convince me
And tell me all the things that you have against me
Every time we make up, the truth is fadin'
Everybody's blind when the view's amazin'
Damn, who are we right now?
Can we have a little conversation?
Figure it out with no intoxication
We carry on, what is our motivation?
We're never wrong, how the hell we gonna make it?
Maybe we're used to this
Tell me, what are we to do?
It's like we only play to lose
Chasin' pain with an excuse
I love that shit and so do you
See Post Malone LiveGet tickets as low as $47You might also like
But don't break your back for me
I'll put you out of your misery

Tell me that it's all okay (Tell me that it's all okay)
I've been waitin' on this all damn day (Waitin' on this all damn day)
Call me in the mornin', tell me how last night went
I'm here, but don't count on me to stay


Tell me that it's all okay (Tell me that it's all okay)
I've been waitin' on this all damn day (Waitin' on this all damn day)
Call me in the mornin', tell me how last night went
I'm here, but don't count on me to stay158Embed"
Post Malone,Go Flex,2016-04-21,Stoney (Complete Edition),"133 ContributorsTranslationsNederlandsGo Flex Lyrics
Lighting stog after stog, I choke on the smoke
They tell me to quit, don't listen what I'm told
They help me forget that this world is so cold
I don't even know what I'm chasin' no more
Tell me what I want, just keep searchin' on
It's never enough, cup after cup
Blunt after blunt, I wouldn't give one if I could find a fuck
Ha, ha, ha, uh, in the cut and I put that on my mama
And my bitch called talkin' 'bout some drama
I swear there ain't no time for women on the come up
It's either pussy or the commas

Man, I just wanna go flex
Gold on my teeth and on my neck
And I'm stone cold with the flex
With my squad and I'm smokin' up a check
Man, I just wanna go flex
Gold on my teeth and on my neck
And I'm stone cold with the flex
With my squad and I'm smokin' up a check

Uh, yeah, push the gas, get a motherfuckin' nose bleed
She ain't never met a youngin' do it like me
She got a man but she says she really like me
She doin' things to excite me
She sendin' all her friends snaps of my new tracks
'Cause all these hoes know what's about to come next
I hit my plug up, got the paper connect
I drop a couple bands, I just wanna go
See Post Malone LiveGet tickets as low as $47You might also like
Man, I just wanna go flex
Gold on my teeth and on my neck
And I'm stone cold with the flex
With my squad and I'm smokin' up a check
Man, I just wanna go flex
Gold on my teeth and on my neck
And I'm stone cold with the flex
With my squad and I'm smokin' up a check

Knowing all of this, it just don't make a difference
I'm just talking shit to the ones that'll listen
I come with the heat, man, I swear I'm never missing
And I'm still the same and I swear I'm never switching
Knowing all of this, it just don't make a difference
I'm just talking shit to the ones that'll listen
I come with the heat, man, I swear I'm never missing
And I'm still the same and I swear I'm never switching

Man, I just wanna go flex
Gold on my teeth and on my neck
And I'm stone cold with the flex
With my squad and I'm smokin' up a check
Man, I just wanna go flex
Gold on my teeth and on my neck
And I'm stone cold with the flex
With my squad and I'm smokin' up a check
Ooh, man, I just wanna go flex
Gold on my teeth and on my neck
And I'm stone cold with the flex, yeah
Ice cold with the flex
Hahaha, that shit hard142Embed"
Post Malone,Goodbyes,2019-07-05,The Diamond Collection (Deluxe),"117 ContributorsTranslationsTürkçeEspañolPortuguêsPolskiItalianoDeutschFrançaisفارسیNederlandsČeskyРусскийGoodbyes Lyrics
Me and Kurt feel the same, too much pleasure is pain
My girl spites me in vain, all I do is complain
She needs somethin' to change, need to take off the e-e-edge
So fuck it all tonight
And don't tell me to shut up
When you know you talk too much
But you don't got shit to say (Say)

I want you out of my head
I want you out of my bedroom tonight (Bedroom)
There's no way I could save you (Save you)
'Cause I need to be saved too
I'm no good at goodbyes

We're both actin' insane, but too stubborn to change
Now I'm drinkin' again, 80 proof in my veins
And my fingertips stained, looking over the e-e-edge
Don't fuck with me tonight
Say you needed this heart, then you got it (Got it)
Turns out that it wasn't what you wanted (Wanted)
And we wouldn't let go and we lost it
Now I'm a goner
See Post Malone LiveGet tickets as low as $47You might also like
I want you out of my head (Head)
I want you out of my bedroom tonight (Bedroom)
There's no way I could save you (Save you)
'Cause I need to be saved too (Saved too)
I'm no good at goodbyes

I want you out of my life
I want you back here tonight
I'm tryna cut you, no knife
I wanna slice you and dice you
My heart get possessive, it got you precise
Can you not turn off the TV? I'm watchin' the fight
I flood the garage, blue diamond, no shark
You're Barbie life doll, it's Nicki Minaj
You don't need a key to drive, your car on the charger
I just wanna see the side, the one that's unbothered (Yeah)
And I don't want ya to never go outside (Outside)
I promise if they play, my niggas slidin' (Slidin')
I'm fuckin' her, and the tour bus still ridin' (Ridin')
Yeah, yeah, yeah, yeah, yeah

I want you out of my head (Head)
I want you out of my bedroom tonight (Bedroom)
There's no way I could save you (Save you)
'Cause I need to be saved too (Saved too)
I'm no good at goodbyes
Goodbye, goodbye, goodbye (Bye, bye)
Goodbye, goodbye, goodbye (Bye, bye)
(Yeah, yeah, yeah, yeah, yeah)
Goodbye, goodbye, goodbye (Bye, bye, bye)
I'm no good at goodbyes
Goodbye, goodbye, goodbye (Bye, bye)
Goodbye, goodbye, goodbye (Bye, bye)
Goodbye, goodbye, goodbye (Bye, bye)
I'm no good at goodbyes159Embed"
Post Malone,Candy Paint,2017-04-14,beerbongs & bentleys (Japanese Edition),"131 ContributorsTranslationsNederlandsTürkçeCandy Paint Lyrics
Yeah, yeah
Mmm, ayy

Candy paint with the white on top
Lambo doors are the oo-op drop
If you busy plottin' on what I got
Kick in your door, that's SWAT, you thot
Hundred thousand dollars on the table top
Half price my whip, same price my watch
Got no jumper, but I ball a lot
Bitch, I'm young Stoney, I do what I want
Candy paint with the white on top (Skrrt)
Lambo doors are the oo-op drop (Drop)
If you busy plottin' on what I got
Kick in your door, that's SWAT, you thot (Pop)
Hundred thousand dollars on the table top
Half price my whip, same price my watch (Bling)
Got no jumper, but I ball a lot (Swish)
Bitch, I'm young Stoney, I do what I want

Didn't know that was your girl when she gave me top (Yuh)
Kicked her out the Rolls said, ""Thanks a lot""
Goddamn, I love paper like I'm Michael Scott (Yeah)
I can do things that your man can not (Yeah)
Slide boy comin' down, damn, I'm hot (Hot)
Everybody say that I gotta be stopped (Stopped)
Even though my final form ain't unlocked (Locked)
I'm so ahead of you muhfuckas
How you comprehend what you ain't understandin'?
Count a hundred bands and I watch it vanish
Diamonds going crazy like they on the dance floor
Got a lot of ass, nothin' I can't handle
See Post Malone LiveGet tickets as low as $47You might also like
Flavor lasts forever, you should try a sample (Goddamn)
Baby, I'm the boss like I'm Tony Danza (Tony Danza)
Everybody tryna tell me what I stand for
But you don't fuckin' know me, homie, you don't want war (Ayy)

Candy paint with the white on top
Lambo doors are the oo-op drop
If you busy plottin' on what I got
Kick in your door, that's SWAT, you thot
Hundred thousand dollars on the table top
Half price my whip, same price my watch
Got no jumper, but I ball a lot (Ayy, ayy)
Bitch, I'm young Stoney, I do what I want (Ayy, ayy)
Candy paint with the white on top (Yeah)
Lambo doors are the oo-op drop (Drop, drop)
If you busy plottin' on what I got
Kick in your door, that's SWAT, you thot (Pop, pop, pop, pop)
Hundred thousand dollars on the table top (Woo)
Half price my whip, same price my watch (Yeah)
Got no jumper, but I ball a lot (Swish)
Bitch, I'm young Stoney, I do what I want

I've been rollin' twenty ash, hit the road (Woo)
Hit the switch up the suicide doors (Damn)
We already know you vanished though (Ooh)
Hit my momma when I ride in that, oh
All these muhfuckas' so false with me (Yah)
If your money funny, don't talk to me (Nah)
I know there ain't shit that you could offer me (No)
Take a second if you think about crossin' me
It lasts forever, you should try a sample (Goddamn)
Baby, I'm the boss like I'm Tony Danza (Tony Danza)
Everybody tryna tell me what I stand for (What I stand for)
But you don't fuckin' know me, homie, you don't want war (You don't want war)

Candy paint with the white on top
Lambo doors are the oo-op drop
If you busy plottin' on what I got
Kick in your door, that's SWAT, you thot
Hundred thousand dollars on the table top
Half price my whip, same price my watch
Got no jumper, but I ball a lot
Bitch, I'm young Stoney, I do what I want
Candy paint with the white on top
Lambo doors are the oo-op drop (Oh-ooh-ooh)
If you busy plottin' on what I got (Oh-ooh)
Kick in your door, that's SWAT, you thot
Hundred thousand dollars on the table top (Oh-ooh)
Half price my whip, same price my watch (Oh-ooh-ooh)
Got no jumper, but I ball a lot (Oh-ooh)
Bitch, I'm young Stoney, I do what I want74Embed"
Post Malone,Hollywood’s Bleeding,2019-09-06,Hollywood’s Bleeding,"108 ContributorsTranslationsDanskSvenskaEspañolРусскийLietuviųItalianoFrançaisNederlands中文Hollywood’s Bleeding Lyrics
Ooh, ooh
Ooh, ooh

Hollywood's bleeding, vampires feedin'
Darkness turns to dust
Everyone's gone, but no one's leavin'
Nobody left but us
Tryna chase a feelin', but we'll never feel it
Ridin' on the last train home
Dyin' in our sleep, we're livin' out a dream
We only make it out alone

I just keep on hopin' that you call me
You say you wanna see me, but you can't right now
You never took the time to get to know me
We're scared of losin' somethin' that we never found
We're runnin' out of reasons, but we can't let go
Yeah, Hollywood is bleedin', but we call it home

Outside, the winter sky turnin' grey
City up in smoke, it's only ash when it rains
Howl at the moon and go to sleep in the day
Love for everybody 'til the drugs fade away
In the mornin', blocking out the sun with the shades
She gotta check her pulse to tell herself that she okay
It seem like dyin' young is an honor
But who'd be at my funeral? I wonder
I go out and all they eyes on me
I show out, do you like what you see?
And now they closin' in on me
Let 'em sharpen all they teeth
This is more than I can handle, blood in my Lambo'
Wish I could go, oh, I'm losin' ho-ope
I light a candle, some Palo Santo
For all these demons, wish I could just go home
See Post Malone LiveGet tickets as low as $47You might also like
I just keep on hopin' that you call me
You say you wanna see me, but you can't right now
You never took the time to get to know me
We're scared of losin' somethin' that we never found
We're runnin' out of reasons, but we can't let go
Yeah, Hollywood is bleedin', but we call it home129Embed"
Post Malone,Feeling Whitney,2016-12-09,Stoney (Complete Edition),"101 ContributorsTranslationsPortuguêsNederlandsFeeling Whitney Lyrics
I've been looking for someone
Ooh, ooh, ooh, ooh, ooh, ooh-ooh
Ooh, ooh, ooh, ooh, ooh, ooh-ooh
Ooh, ooh, ooh, ooh, ooh, ooh-ooh, ooh

And I've been looking for someone to put up with my bullshit
I can't even leave my bedroom so I keep it pouring
And I ain't seen the light of day since, well, that's not important, it's been long
And I was feeling Whitney, me and my homies sip the Houston
Cars and clothes, thought I was winnin', you knew I was losing
You told me to wake up but my clock always stays on snooze and I'm done

To each their own and find peace in knowin'
Ain't always broken, but here's to hopin'
Show no emotion, against your coding
Just act as hard as you can
You don't need a friend
Boy, you're the man

Ooh, ooh, ooh, ooh, ooh, ooh-ooh
Ooh, ooh, ooh, ooh, ooh, ooh-ooh
Ooh, ooh, ooh, ooh, ooh, ooh-ooh, ooh
See Post Malone LiveGet tickets as low as $47You might also like
And I've been looking for someone that I can buy my drugs from
It seems like every plug ran east to Utah, became Mormons
Drought comes around, feels like I have no one to depend on
Sober, ugh
I had eighty beers on Tuesday night, I had nothing to do then
I put on a little Dwight and sang a happy tune
And lit a cigarette, stepped out the door, had an appearance
Drank more

To each their own and find peace in knowin'
Ain't always broken, but here's to hopin'
Show no emotion, against your coding
Just act as hard as you can
You don't need a friend
Boy, you're the man

Ooh, ooh, ooh, ooh, ooh, ooh-ooh
Ooh, ooh, ooh, ooh, ooh, ooh-ooh
Ooh, ooh, ooh, ooh, ooh, ooh-ooh, ooh72Embed"
Post Malone,Deja Vu,2016-09-09,Stoney (Complete Edition),"126 ContributorsTranslationsPortuguêsNederlandsTürkçeDeja Vu Lyrics
(Oh)
(Ooh)
'Cause I can't take it no more
No, you ain't like them bitches, tell them hoes, ""Adios""
And you can drop your panties, leave them shits at the door
Dior falls on the floor, I swear we been here before

I'm tryna see you from my own perspective
You all in my section, tryna come to my session
We rollin' up pressure, you know that we flexin'
We bought all the bottles, we came with the models
Girl, this a confession, I'm not like your exes
I came up from Texas and now that we textin'
You can fly in whenever, now you undressin'
Panties on the dresser, your hair gettin' messed up
The feelin' we catchin', my love is a blessin'
Made love in a Lexus, made love in a Lexus
I know you remember (I know you remember)

Tell me, is that déjà vu? (Ooh-ooh)
'Cause you want me and I want you (Ooh-ooh)
Tell me, is that déjà vu? (Ooh-ooh)
'Cause, baby, it ain't nothin' new, nah
Tell me, is that déjà vu? (Ooh-ooh)
'Cause you want me and I want you (Ooh-ooh)
Tell me, is that déjà vu? (Ooh-ooh)
'Cause, baby, this ain't nothin' new, oh
See Post Malone LiveGet tickets as low as $47You might also like
Oh, you actin' reckless (Actin' reckless)
I told you that I need affection (Need affection)
So let me point you in the right direction (Right direction)
It's so important that you get the message (Oh), yeah
Yeah, I gotta say, gotta say somethin' to you-you-you
I'm gonna roll, I'm gonna roll out in that new-new-new
If you wanna do what I wanna do, well, mm-mm-mm
But I guess that it's just déjà vu

Tell me, is that déjà vu? (Ooh-ooh)
'Cause you want me and I want you (Ooh-ooh)
Tell me, is that déjà vu? (Ooh-ooh)
'Cause, baby, it ain't nothin' new, nah
Tell me, is that déjà vu? (Ooh-ooh)
'Cause you want me and I want you (Ooh-ooh)
Tell me, is that déjà vu? (Ooh-ooh)
'Cause, baby, this ain't nothin' new, oh

Tell me if you want it, baby
'Cause I know I could drive you crazy
I just wanted you to know now
Oh-ah, oh-ah
Show up in that new Mercedes
You already know I'm faded
Girl, I been thinkin' 'bout you lately
Oh-oh, oh-oh
Tell me, is that déjà vu? (Ooh-ooh)
'Cause you want me and I want you (Ooh-ooh)
Tell me, is that déjà vu? (Ooh-ooh)
'Cause, baby, it ain't nothin' new, nah
Tell me, is that déjà vu? (Ooh-ooh)
'Cause you want me and I want you (Ooh-ooh)
Tell me, is that déjà vu? (Ooh-ooh)
'Cause, baby, this ain't nothin' new, oh

'Cause I can't take it no more
No, you ain't like them bitches, tell them hoes, ""Adios""
And you can drop your panties, leave them shits at the door
Dior falls on the floor, I swear we been here before62Embed"
Post Malone,Take What You Want,2019-09-06,Twelve Carat Toothache (Japan Special Edition),"157 ContributorsTranslationsSvenskaEspañolPortuguêsPolskiNederlandsРусскийTake What You Want Lyrics
Oh

I feel you crumble in my arms down to your heart of stone
You bled me dry just like the tears you never show
Why don't you take what you want from me?
Take what you need from me
Take what you want and go
Why don't you take what you want from me?
Take what you need from me
Take what you want and go

I never needed anything from you
And all I ever asked was for the truth (All I ever asked was for)
You showed your tongue and it was forked in two
Your venom was lethal, I almost believed you (Almost believed you)
Yeah, you preyed on my every mistake
Waited on me to break, held me under hopin' I would drown
Like a plague, I was wasting away
Tryna find my way out, find my way out (Find my way out)

And it finally came the day
I start giving my heart away
For Heaven's sake, my bones will break
But you'll never own my soul, no
See Post Malone LiveGet tickets as low as $47You might also like
I feel you crumble in my arms down to your heart of stone
You bled me dry just like the tears you never show
Why don't you take what you want from me?
Take what you need from me
Take what you want and go
Why don't you take what you want from me?
Take what you need from me
Take what you want and go

I took them stones you threw, made chains for the crew (Ice)
I brought up 10 hoes, this coupe only made for two (Yessir)
They all ran through it, it ain't nothin' left to do
I need some more reasons to live out this evening (Straight up)
I've been sippin' forever and just taking whatever
Hoping, thinking whenever you'll be back around
Let's go our ways, whichever
You say how is however long
'Cause you know I'll never be alone (Yeah)

Love (Love, yeah)
Shorty gon' back (Shorty gon, shorty gon' back)
Need it on sight (Need it on, need it on sight)
Crack it all back (Crack it all, crack it all back)
Give her that pipe (Give her that, give her that pipe)
All of my gang (All of my, all of my gang)
Shawty went bad (Shawty went, shawty went bad)
I feel you crumble in my arms down to your heart of stone
You bled me dry just like the tears you never show
Why don't you take what you want from me?
Take what you need from me
Take what you want and go
Why don't you take what you want from me?
Take what you need from me
Take what you want and go

Take it all away
Why don't you (Take what you want, take what you need)
Take what you need from me, yeah
(Take what you want) Why don't you (Take what you need)
(What you need, yeah)132Embed"
Post Malone,Paranoid,2018-04-27,beerbongs & bentleys (Japanese Edition),"105 ContributorsTranslations한국어NederlandsTürkçeEspañolItalianoPortuguêsParanoid Lyrics
Never know when someone come and try to take my life
I've been sleepin' with the .45 like every night
In the whip I pray to God I don't see flashin' lights
God damn, they right behind me
And I wake up everyday
I wake up every day with this anxiety
And they know where I stay
Got ""Malone"" on my plates
And they followin' me
Two hundred bands under the floor of the kitchen
A little more up in the walls and the ceilin'
Even family and friends started switchin'
Ever since I got that check, seen 'em itchin'

Eyes open, I see you, I'm watchin' you
More people wanna be you, don't trust no one

Tell me why I can get no relief (I can't even sleep)
Wonderin' when they'll come for me
A paranoid man makes paranoid plans
I do what I can, but it's out of my hands
Strugglin' just to find my peace
See Post Malone LiveGet tickets as low as $47You might also like
Sometimes feel like I got no friends
Can't trust a soul, like I'm Snowden
Right by the bed, keep it loaded
Lord have mercy if they broke in
I don't ever sleep, yeah, I'm wide awake
If you try to pull up to my place
Beam is gonna hit you a mile away
I promise, one of us gonna die today
Helicopters in the sky
No, he can't escape the eyes
Politicians and the lies
Tell me, what's the point in pickin' sides?

Tell me why I can get no relief (I can't even sleep)
Wonderin' when they'll come for me
A paranoid man makes paranoid plans
I do what I can, but it's out of my hands
Strugglin' just to find my peace

(Ayy) Mind is runnin' all day
Cost me more than money and I'm payin' the price, yeah
I ain't goin' nowhere
Killin' myself so I can make me a life, yeah
Minute after minute, never had a limit
Woke up every mornin', knew that I just had to get it
Windows always tinted, you ain't lookin' in it
Either way, I know they'll come for me again
Tell me why I can get no relief (I can't even sleep)
Wonderin' when they'll come for me
A paranoid man makes paranoid plans
I do what I can, but it's out of my hands
Strugglin' just to find my peace62Embed"
Post Malone,Over Now,2018-04-27,beerbongs & bentleys (Japanese Edition),"96 ContributorsTranslationsNederlandsTürkçeOver Now Lyrics
Ahahah, yeah
(Yeah, yeah, yeah)

When you leave me, make me jump up off my roof
Didn't faze you, would've given you the moon
Even after everything that we've been through
I ain't never met nobody like you
Why you always tryna tell me that it's cool?
Need to quiet 'cause you never tell the truth
Felt like ballin' was the only thing to do
Trade my woman for some diamonds and a coupe

When she's comin' for my heart, it feels like Armageddon
I'ma turn the tables, promise you will not forget it
Won't apologize, don't give a fuck if you're offended
No discussion, yeah, we gotta go our separate ways
Won't take me down in flames
I don't even wanna know your name
Watch how everything is gonna change, yeah, ayy

I'ma pull up in a Bentley
With a fuckin' hunnid thousand in my pocket, yeah, yeah
I'ma pull in, swang my door open
Stuntin', knowin' everybody watchin', yeah, yeah
And help another bitch out the whip
And I don't give a fuck if you don't like it, yeah, yeah
Just to show you that it's over
It don't matter what you gotta say about it, yeah
I'ma put that bitch pussy in a motherfuckin' bodybag
So you know that I'm never ever coming back
You kept your heart on the counter in a Prada bag
I used to never ever want to see the light of day, yeah
I was an idiot
Beggin' on my knees onto the floor
Now, I don't even want you anymore, anymore
It's over now
It's over now, yeah, yeah, yeah, ayy
See Post Malone LiveGet tickets as low as $47You might also like
Feels like a knife in my throat, you treat this like it's a joke
I bet you've done this before, I ain't surprised, yeah
I wasn't tryna let go, but you'll know why when I'm ghost
I hope you wind up alone, dead in my eyes, yeah
Ain't religious, only Christian when it's Dior
Only prayin' for the Amex and the gold
You ain't stop me, no, you only was a detour
Tried to drive me crazy, you ran out of road

When she's comin' for my heart, it feels like Armageddon
I'ma turn the tables, promise you will not forget it
Won't apologize, don't give a fuck if you're offended
No discussion, yeah, we gotta go our separate ways
Won't take me down in flames
I don't even wanna know your name
Watch how everything is gonna change (Is gonna change), yeah, ayy

I'ma pull up in a Bentley
With a fuckin' hunnid thousand in my pocket, yeah, yeah
I'ma pull in, swang my door open
Stuntin', knowin' everybody watchin', yeah, yeah
And help another bitch out the whip
And I don't give a fuck if you don't like it, yeah, yeah (I don't give a fuck)
Just to show you that it's over
It don't matter what you gotta say about it, yeah (What you gotta say about it)
I'ma put that bitch pussy in a motherfuckin' bodybag (In a bodybag)
So you know that I'm never ever coming back (Never coming back)
You kept your heart on the counter in a Prada bag (In a Prada bag)
I used to never ever want to see the light of day, yeah
I was an idiot
Beggin' on my knees on to the floor (To the floor)
Now I don't even want you anymore, anymore
It's over now
It's over now
(It's over now)50Embed"
Post Malone,Too Young,2015-04-23,Stoney (Complete Edition),"93 ContributorsTranslationsTürkçeNederlandsAzərbaycanca / آذربايجانPortuguêsItalianoToo Young Lyrics
I don't wanna die too young (Uh)
Yuh, too young (Uh, uh-uh)
Yuh, too young

I don't wanna die too young (Too young)
Too young (Too young)
Too young (Too young, uh)
Countin' bands, hallelujah ('Lujah)
'Lujah ('Lujah)
'Lujah, yuh ('Lujah, uh)
I don't wanna die too young (Too young)
Too young (Too young)
Too young, uh (Too young, uh-uh)
I've been grindin' way too long (Too long)
Too long (Too long)
Too long, uh (Yeah, ayy)

Came up, don't know (I don't)
I just keep goin' with the flow (Flow)
I just wanna go and cop me somethin'
I hit Fairfax, go shoppin' though (Ayy)
She just wanna hit that bathingroom (Oh)
Hold that guap like a register
Keep on winnin', need that guapa though
Like I'm cash out, eat at Pappadeaux
Flowin' on to the Galapagos, runnin' and grab the dough
Man, this shit never minimal, feel like an animal
Yeah, bitch, I tryna keep me cool (Tryna, tryna)
'Cause I ain't never goin', never goin' back, uh (Tryna never)
Yeah, I don't wanna die too young (Too young)
I don't wanna die too young (Too young)
When I get that cash, it's hallelujah, ayy, hallelujah
Ayy, hallelujah, ayy (Ayy, ayy)
Hallelujah, ayy (Ayy, ayy, hallelujah)
See Post Malone LiveGet tickets as low as $47You might also like
I don't wanna die too young (No, ain't no)
Too young (Too young)
Too young (Too young)
Countin' bands, hallelujah ('Lujah, 'lujah)
'Lujah ('Lujah, 'lujah)
'Lujah, yuh
I don't wanna die too young (Too young)
Too young (Yeah)
Too young, uh
I've been grindin' way too long
Too long (Way too long)
Too long, uh

Ayy, whip fast, my bitch bad, I skrrt, skrrt, that coupe fast
My coupe fast, yo' bitch know (Yo' bitch know, skrrt, skrrt)
My bitch slow, she do what I say so
And she always keep me on my toes (My toes)
Poppin' that woe, man, I be gone, ayy (Whoa)
Just watch me go, bitches, they watchin' me go (Whoa)
Walkin' around, ayy, I pick that band up
And then I go drop that shit off, ayy (Oh)
Pull up in a Porsche, shit poppin' off
Pop that shit off, I got that bitch off
I tell her to knock that shit off and I got my nut off
And she washed my nuts off, ayy
Yeah, I want that shit (Okay)
I got that shit, pop that shit, got rich quick, suck my— (Ooh)
You know it make me goddamn numb (Ayy, yeah)
When I see 'em die so goddamn young
I don't wanna die too young (I'm too young)
Too young (Too young)
Too young (Too young)
Countin' bands, hallelujah (Too young, goddamn)
'Lujah (Goddamn)
'Lujah, yuh (Yeah)
I don't wanna die too young (No way)
Too young (Too young)
Too young, uh (Too young)
I've been grindin' way too long (Too long)
Too long (Too long)
Too long, uh (Too long)

I don't wanna die too young, too young, too young
Countin' bands, hallelujah, 'lujah, 'lujah, yuh
I don't wanna die too young, too young, too young, uh91Embed"
Post Malone,I Had Some Help,2024-05-10,F-1 Trillion (Long Bed),"61 ContributorsTranslationsPortuguêsDeutschNorsk (bokmål / riksmål)EspañolPolskiItalianoI Had Some Help Lyrics
You got a lotta nerve, don't you, baby?
I only hit the curb 'cause you made me
You're tellin' all your friends that I'm crazy
Like I'm the only one
Why'd you throw them stones if you
Had a wild hair of your own or two?
Livin' in your big glass house with a view
I thought you knew

I had some help
It ain't like I can make this kinda mess all by myself
Don't act like you ain't help me pull that bottle off the shelf
Been deep in every weekend if you couldn't tell
They say, ""Teamwork makes the dream work""
Hell, I had some help (Help)

(Help)

You thought I'd take the blame for us a-crumbling
Go 'round like you ain't guilty of somethin'
Already lost the game that you been runnin'
Guess it's catchin' up to you, huh
You think that you're so innocent
After all the shit you did
I ain't an angel, you ain't heaven-sent
Can't wash our hands of this
See Post Malone LiveGet tickets as low as $47You might also like
I had some help
It ain't like I can make this kinda mess all by myself
Don't act like you ain't help me pull that bottle off the shelf
Been deep in every weekend if you couldn't tell
They say, ""Teamwork makes the dream work""
Hell, I had some help (Help)
(Help)
(Help)
(Help)

It takes two to break a heart in two, ooh
Baby, you blame me and, baby, I blame you
Aw, if that ain't the truth (Oh)

I had some help
It ain't like I can make this kinda mess all by myself
Don't act like you ain't help me pull that bottle off the shelf
Been deep in every weekend if you couldn't tell
They say, ""Teamwork makes the dream work""
Hell, I had some help (Help)
(Help)
(Help)
(Help)8Embed"
